Date,Origin,Price,Commodity,Location,Country,Continent,FOB_Price_Type,Currency/Unit
2014-10-28,HRS 13.5,292,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-10-28,APW,271.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-28,ASW,265.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-28,French 11.5,234.21339999999998,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-10-28,German 12.5,246.6975,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-10-28,Black Sea Milling,248.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-10-25,2SRW,256.3910285,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-25,US White,260.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-10-25,HRW 12,286.1548025,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-25,HRS 13.5,290,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-10-25,APW,268.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-25,ASW,262.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-25,French 11.5,232.39313999999996,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-10-25,German 12.5,244.84775,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-10-25,Black Sea Milling,249.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-10-24,2SRW,259.6981145,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-24,US White,262.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-10-24,HRW 12,289.6456155,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-24,HRS 13.5,292,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-10-24,APW,268.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-24,ASW,262.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-24,French 11.5,236.13754999999998,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-10-24,German 12.5,248.5725,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-10-24,Black Sea Milling,249.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-10-23,2SRW,258.0445715,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-23,US White,261.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-10-23,HRW 12,289.6456155,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-23,HRS 13.5,291,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-10-23,APW,268.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-23,ASW,262.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-23,French 11.5,237.74738,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-10-23,German 12.5,248.23399999999998,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-10-23,Black Sea Milling,244.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-10-22,2SRW,256.9422095,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-22,US White,260.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-10-22,HRW 12,291.1154315,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-22,HRS 13.5,291,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-10-22,APW,268.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-22,ASW,262.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-22,French 11.5,234.285795,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-10-22,German 12.5,242.920125,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-10-22,Black Sea Milling,238.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-10-21,2SRW,256.666619,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-21,US White,259.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-10-21,HRW 12,290.656114,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-21,HRS 13.5,290,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-10-21,APW,266.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-21,ASW,258.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-21,French 11.5,228.67224000000002,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-10-21,German 12.5,241.18575,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-10-21,Black Sea Milling,238.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-10-18,2SRW,252.073444,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-18,US White,259.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-10-18,HRW 12,290.9317045,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-18,HRS 13.5,290,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-10-18,APW,266.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-18,ASW,258.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-18,French 11.5,228.36572,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-10-18,German 12.5,241.802,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-10-18,Black Sea Milling,238.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-10-17,2SRW,254.278168,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-17,US White,265.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-10-17,HRW 12,295.80047,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-17,HRS 13.5,293,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-10-17,APW,266.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-17,ASW,258.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-17,French 11.5,228.887775,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-10-17,German 12.5,243.995625,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-10-17,Black Sea Milling,238.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-10-16,2SRW,250.236174,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-16,US White,263.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-10-16,HRW 12,292.12593,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-16,HRS 13.5,290,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-10-16,APW,264.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-16,ASW,256.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-16,French 11.5,226.16766,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-10-16,German 12.5,240.58350000000002,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-10-16,Black Sea Milling,235.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-10-15,2SRW,251.4303995,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-15,US White,264.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-10-15,HRW 12,291.4828855,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-15,HRS 13.5,290,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-10-15,APW,264.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-15,ASW,256.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-15,French 11.5,224.588285,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-10-15,German 12.5,238.54675,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-10-15,Black Sea Milling,236.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-10-14,2SRW,249.9605835,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-14,US White,263.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-10-14,HRW 12,288.267663,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-14,HRS 13.5,288,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-10-14,APW,267.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-14,ASW,257.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-14,French 11.5,223.58748999999997,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-10-14,German 12.5,236.29549999999998,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-10-14,Black Sea Milling,234.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-10-11,2SRW,247.480269,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-11,US White,261.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-10-11,HRW 12,285.7873485,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-11,HRS 13.5,287,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-10-11,APW,267.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-11,ASW,257.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-11,French 11.5,224.54922000000002,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-10-11,German 12.5,236.27450000000002,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-10-11,Black Sea Milling,234.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-10-10,2SRW,247.3884055,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-10,US White,262.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-10-10,HRW 12,283.9500785,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-10,HRS 13.5,287,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-10-10,APW,267.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-10,ASW,257.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-10,French 11.5,223.53507,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-10-10,German 12.5,234.35537499999998,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-10-10,Black Sea Milling,234.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-10-09,2SRW,252.7164885,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-09,US White,265.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-10-09,HRW 12,289.002571,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-09,HRS 13.5,290,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-10-09,APW,265.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-09,ASW,260.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-09,French 11.5,227.51979,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-10-09,German 12.5,237.3965,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-10-09,Black Sea Milling,234.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-10-08,2SRW,252.1653075,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-08,US White,265.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-10-08,HRW 12,289.6456155,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-08,HRS 13.5,290,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-10-08,APW,265.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-08,ASW,260.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-08,French 11.5,229.87579999999997,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-10-08,German 12.5,239.085,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-10-08,Black Sea Milling,235.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-10-07,2SRW,246.745361,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-07,US White,261.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-10-07,HRW 12,284.960577,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-07,HRS 13.5,284,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-10-07,APW,265.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-07,ASW,260.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-10-07,French 11.5,227.0772,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-10-07,German 12.5,234.99,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-10-07,Black Sea Milling,235.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-10-04,2SRW,240.9579605,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-04,US White,259.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-10-04,HRW 12,284.041942,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-04,HRS 13.5,282,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-10-04,French 11.5,223.44281,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-10-04,German 12.5,231.214625,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-10-04,Black Sea Milling,232.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-10-03,2SRW,239.8555985,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-03,US White,261.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-10-03,HRW 12,281.653491,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-03,HRS 13.5,277,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-10-03,French 11.5,224.48672,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-10-03,German 12.5,233.312,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-10-03,Black Sea Milling,233.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-10-02,2SRW,236.640376,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-02,US White,260.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-10-02,HRW 12,280.183675,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-02,HRS 13.5,276,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-10-02,French 11.5,219.32298,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-10-02,German 12.5,228.422,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-10-02,Black Sea Milling,230.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-10-01,2SRW,236.1810585,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-01,US White,260.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-10-01,HRW 12,280.367402,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-10-01,HRS 13.5,276,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-10-01,French 11.5,217.056665,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-10-01,German 12.5,226.79825000000002,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-10-01,Black Sea Milling,228.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-09-30,2SRW,237.4671475,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-30,US White,262.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-09-30,HRW 12,283.490761,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-30,HRS 13.5,276,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-09-30,French 11.5,219.4433,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-09-30,German 12.5,225.7425,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-09-30,Black Sea Milling,229.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-09-27,2SRW,234.8949695,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-27,US White,261.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-09-27,HRW 12,284.3175325,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-27,HRS 13.5,275,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-09-27,French 11.5,217.04975999999996,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-09-27,German 12.5,224.61299999999997,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-09-27,Black Sea Milling,231.5,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-09-26,2SRW,232.965836,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-26,US White,269.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-09-26,HRW 12,284.5012595,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-26,HRS 13.5,283,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-09-26,French 11.5,216.227565,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-09-26,German 12.5,230.18512500000003,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-09-26,Black Sea Milling,231.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-09-25,2SRW,235.2624235,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-25,US White,269.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-09-25,HRW 12,282.6639895,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-25,HRS 13.5,283,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-09-25,French 11.5,219.633515,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-09-25,German 12.5,233.645875,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-09-25,Black Sea Milling,235.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-09-24,2SRW,233.70074400000001,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-24,US White,268.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-09-24,HRW 12,278.162678,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-24,HRS 13.5,282,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-09-24,French 11.5,220.36458499999998,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-09-24,German 12.5,231.891625,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-09-24,Black Sea Milling,233.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-09-23,2SRW,233.9763345,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-23,US White,268.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-09-23,HRW 12,275.6823635,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-23,HRS 13.5,282,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-09-23,French 11.5,218.65236,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-09-23,German 12.5,235.293,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-09-23,Black Sea Milling,240.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-09-20,2SRW,233.15,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-20,US White,268.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-09-20,HRW 12,272.01,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-20,HRS 13.5,282,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-09-20,French 11.5,221.54,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-09-20,German 12.5,235.61,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-09-20,Black Sea Milling,240.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-09-19,2SRW,240.131189,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-19,US White,265.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-09-19,HRW 12,275.4986365,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-19,HRS 13.5,285,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-09-19,French 11.5,222.36169999999998,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-09-19,German 12.5,235.235,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-09-19,Black Sea Milling,240.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-09-18,2SRW,247.7558595,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-18,US White,268.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-09-18,HRW 12,280.0918115,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-18,HRS 13.5,288,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-09-18,French 11.5,226.46565,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-09-18,German 12.5,239.38875,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-09-18,Black Sea Milling,242.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-09-17,2SRW,246.65349750000001,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-17,US White,267.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-09-17,HRW 12,280.4592655,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-17,HRS 13.5,288,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-09-17,French 11.5,227.28943999999998,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-09-17,German 12.5,240.2225,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-09-17,Black Sea Milling,245.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-09-16,2SRW,248.3070405,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-16,US White,268.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-09-16,HRW 12,281.5616275,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-16,HRS 13.5,289,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-09-16,French 11.5,224.56076,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-09-16,German 12.5,237.449,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-09-16,Black Sea Milling,245.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-09-13,2SRW,248.950085,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-13,US White,268.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-09-13,HRW 12,282.2965355,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-13,HRS 13.5,290,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-09-13,French 11.5,222.46804999999998,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-09-13,German 12.5,239.25125,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-09-13,Black Sea Milling,244.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-09-12,2SRW,246.010453,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-12,US White,262.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-09-12,HRW 12,287.0734375,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-12,HRS 13.5,293,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-09-12,French 11.5,223.91376,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-09-12,German 12.5,234.214,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-09-12,Black Sea Milling,245.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-09-11,2SRW,247.9395865,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-11,US White,265.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-09-11,HRW 12,288.635117,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-11,HRS 13.5,295,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-09-11,French 11.5,228.70409999999998,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-09-11,German 12.5,237.6825,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-09-11,Black Sea Milling,246.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-09-10,2SRW,250.787355,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-10,US White,266.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-09-10,HRW 12,287.716482,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-10,HRS 13.5,298,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-09-10,APW,267.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-09-10,ASW,267.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-09-10,French 11.5,231.64267999999998,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-09-10,German 12.5,240.635,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-09-10,Black Sea Milling,246.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-09-09,2SRW,252.992079,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-09,US White,268.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-09-09,HRW 12,289.921206,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-09,HRS 13.5,300,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-09-09,APW,267.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-09-09,ASW,267.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-09-09,French 11.5,233.205115,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-09-09,German 12.5,242.20787500000003,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-09-09,Black Sea Milling,246.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-09-06,2SRW,251.7978535,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-06,US White,268.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-09-06,HRW 12,289.737479,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-06,HRS 13.5,300,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-09-06,APW,280.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-09-06,ASW,280.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-09-06,French 11.5,234.53732,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-09-06,German 12.5,246.145,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-09-06,Black Sea Milling,247.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-09-05,2SRW,249.9605835,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-05,US White,268.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-09-05,HRW 12,288.5432535,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-05,HRS 13.5,294,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-09-05,APW,270.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-09-05,ASW,270.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-09-05,French 11.5,232.82805,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-09-05,German 12.5,244.43125,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2014-09-05,Black Sea Milling,248.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2014-09-04,2SRW,251.9815805,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-04,US White,270.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2014-09-04,HRW 12,287.2571645,Wheat,Gulf,USA,North America,Flat,US$/Mt
2014-09-04,HRS 13.5,295,Wheat,Lakes,USA,North America,Flat,US$/Mt
2014-09-04,APW,270.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-09-04,ASW,270.0,Wheat,WA,Australia,Australia,Flat,US$/Mt
2014-09-04,French 11.5,236.57256,Wheat,Rouen,France,Europe,Flat,US$/Mt
2014-09-04,German 12.5,244.404,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
